,rule,type,coef,support,importance,category
964,slope_zcd_M12_FME_1020_RAT <= -0.02051,ZCD,0.006517417830084707,0.14814814814814814,0.0023152916948237495,일식당
965,mean_zcd_M12_FME_30_RAT > 0.47853,ZCD,5.616765528760274,0.02962962962962963,0.952397331023284,일식당
966,slope_zcd_RC_M1_SHC_RSD_UE_CLN_RAT <= -0.00877,ZCD,2.0091981691171052,0.0962962962962963,0.5927077374472904,일식당
967,slope_zcd_MCT_UE_CLN_REU_RAT > 0.0365,ZCD,1.870926331043051,0.06666666666666667,0.46669102177714006,일식당
968,slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= -0.00879,ZCD,1.1075367645426488,0.0962962962962963,0.3267201911398443,일식당
969,mean_zcd_MCT_UE_CLN_NEW_RAT <= -0.28046,ZCD,1.1246187887742327,0.05925925925925926,0.2655329499945105,일식당
970,slope_zcd_MCT_UE_CLN_REU_RAT > 0.0432,ZCD,0.6466994669058691,0.02962962962962963,0.10965649947493436,일식당
971,slope_zcd_RC_M1_SAA > 0.0698,ZCD,2.1819336691918605,0.044444444444444446,0.44965378734583206,일식당
972,slope_zcd_M12_FME_40_RAT > 0.04325,ZCD,0.13706879835310665,0.02962962962962963,0.023241838572328834,일식당
973,slope_zcd_MCT_UE_CLN_REU_RAT > 0.02841,ZCD,0.12503816411637048,0.11851851851851852,0.040414972909275836,일식당
974,slope_zcd_MCT_UE_CLN_REU_RAT > 0.03687,ZCD,6.848449959871372,0.05925925925925926,1.6169826957243678,일식당
975,slope_zcd_M12_FME_60_RAT > 0.03598,ZCD,-0.27379491322006566,0.037037037037037035,0.051706874267835476,일식당
976,slope_zcd_RC_M1_TO_UE_CT <= -0.11565,ZCD,0.057037943907360916,0.014814814814814815,0.006890820095764435,일식당
977,mean_zcd_M1_SME_RY_CNT_RAT > 1.81949,ZCD,0.6818424719191696,0.05185185185185185,0.15118346202504085,일식당
978,slope_zcd_M12_MAL_30_RAT > 0.10248,ZCD,4.893039240189196,0.007407407407407408,0.41956314224727953,일식당
979,slope_zcd_M12_MAL_30_RAT > 0.04601,ZCD,1.234525531605967,0.02962962962962963,0.2093302302475026,일식당
980,slope_zcd_M1_SME_RY_SAA_RAT > 0.13293,ZCD,7.156476940308597,0.007407407407407408,0.6136459989599373,일식당
981,slope_zcd_MCT_UE_CLN_REU_RAT > 0.04351,ZCD,0.7711084014413565,0.02962962962962963,0.1307516896872274,일식당
982,slope_zcd_M12_FME_1020_RAT > 0.09502,ZCD,0.6547888987584358,0.014814814814814815,0.07910580559103574,일식당
